body_focus_code,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_status,equipment_codes,form_cues_ko,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,production_eligible,recovery_eligible,representative_exercise_id,review_status_code,secondary_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,canonical_status,canonical_decision_code,canonical_decision_source,canonical_decision_note_ko,v1_exercise_ids,record_type,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,review_required
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['BODYWEIGHT'],"['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,"['HOME', 'GYM']",self assisted inverse leg curl (on floor),인버스 레그 컬(바닥),['KNEE'],KNEE_FLEXION,False,False,REX-000117,REVIEW_REQUIRED,['HIP'],v1:NEX-000081,v1,self_assisted_inverse_leg_curl_on_floor_isolation_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000081'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000081,True
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['BODYWEIGHT'],"['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,"['HOME', 'GYM']",self assisted inverse leg curl,인버스 레그 컬,['KNEE'],KNEE_FLEXION,False,False,REX-000118,REVIEW_REQUIRED,['HIP'],v1:NEX-000082,v1,self_assisted_inverse_leg_curl_isolation_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000082'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000082,True
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리버스 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,['GYM'],smith reverse calf raises,스미스 리버스 카프 레이즈,['ANKLE_FOOT'],ISOLATION,False,False,REX-000119,REVIEW_REQUIRED,['KNEE'],v1:NEX-000085,v1,smith_reverse_calf_raises_isolation_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000085'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'},NONE,,NEX-000085,True
CORE,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,REVIEW_REQUIRED,['BODYWEIGHT'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,러시안 트위스트 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"['HOME', 'GYM']",weighted russian twist (legs up),중량 러시안 트위스트(레그 업),['ABDOMEN'],CORE_BRACE,False,False,REX-000120,REVIEW_REQUIRED,['LOWER_BACK'],v1:NEX-000090,v1,weighted_russian_twist_legs_up_isolation_bodyweight,DURATION,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000090'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-CORE-DYNAMIC-INTERMEDIATE-V1'},NONE,,NEX-000090,True
CORE,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,REVIEW_REQUIRED,['RESISTANCE_BAND'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,회전형 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"['HOME', 'GYM']",band bicycle crunch,밴드 바이시클 크런치,['ABDOMEN'],CORE_BRACE,False,False,REX-000121,REVIEW_REQUIRED,['LOWER_BACK'],v1:NEX-000096,v1,band_bicycle_crunch_isolation_resistance_band,DURATION,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000096'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-CORE-DYNAMIC-INTERMEDIATE-V1'},NONE,,NEX-000096,True
CORE,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,REVIEW_REQUIRED,['RESISTANCE_BAND'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,회전형 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"['HOME', 'GYM']",band kneeling twisting crunch,밴드 니링 트위스트 크런치,['ABDOMEN'],CORE_BRACE,False,False,REX-000122,REVIEW_REQUIRED,['LOWER_BACK'],v1:NEX-000099,v1,band_kneeling_twisting_crunch_isolation_resistance_band,DURATION,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000099'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-CORE-DYNAMIC-INTERMEDIATE-V1'},NONE,,NEX-000099,True
CHEST,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['CABLE_MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,케이블 플라이 운동은 다른 부위의 움직임을 줄이고 가슴을 집중해 사용하는 운동입니다.,['GYM'],cable one arm decline chest fly,케이블 원암 디클라인 체스트 플라이,['CHEST'],ISOLATION,False,False,REX-000123,REVIEW_REQUIRED,['SHOULDER'],v1:NEX-000109,v1,cable_one_arm_decline_chest_fly_isolation_cable_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000109'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000109,True
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['RESISTANCE_BAND'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,스탠딩 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",band two legs calf raise - (band under both legs) v. 2,밴드 양발 카프 레이즈,['ANKLE_FOOT'],ISOLATION,False,False,REX-000124,REVIEW_REQUIRED,['KNEE'],v1:NEX-000117,v1,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000117'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000117,True
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['BODYWEIGHT'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,스탠딩 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",one leg donkey calf raise,한발 동키 카프 레이즈,['ANKLE_FOOT'],ISOLATION,False,False,REX-000125,REVIEW_REQUIRED,['KNEE'],v1:NEX-000121,v1,one_leg_donkey_calf_raise_isolation_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000121'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000121,True
BICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,프리처 컬 운동은 다른 부위의 움직임을 줄이고 팔 앞쪽을 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell alternate hammer preacher curl,덤벨 해머 프리처 컬,['ELBOW'],ISOLATION,False,False,REX-000126,REVIEW_REQUIRED,['WRIST_HAND'],v1:NEX-000140,v1,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000140'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000140,True
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,['GYM'],lever pullover,풀오버,['UPPER_BACK'],ISOLATION,False,False,REX-000127,REVIEW_REQUIRED,"['CHEST', 'ELBOW']",v1:NEX-000148,v1,lever_pullover_isolation_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000148'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'},NONE,,NEX-000148,True
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,시티드 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,['GYM'],lever seated calf press,시티드 카프 프레스,['ANKLE_FOOT'],ISOLATION,False,False,REX-000128,REVIEW_REQUIRED,['KNEE'],v1:NEX-000153,v1,lever_seated_calf_press_isolation_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000153'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000153,True
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,"['PULL_UP_BAR', 'CABLE_MACHINE', 'MACHINE']","['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,['GYM'],inverse leg curl (on pull-up cable machine),인버스 레그 컬,['KNEE'],KNEE_FLEXION,False,False,REX-000129,REVIEW_REQUIRED,['HIP'],v1:NEX-000156,v1,inverse_leg_curl_on_pull_up_cable_machine_isolation_pull_up_bar,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000156'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000156,True
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['RESISTANCE_BAND'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,레그 익스텐션 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",resistance band leg extension,밴드 레그 익스텐션,['KNEE'],ISOLATION,False,False,REX-000130,REVIEW_REQUIRED,['HIP'],v1:NEX-000160,v1,resistance_band_leg_extension_isolation_resistance_band,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000160'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000160,True
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['BODYWEIGHT'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",ez bar lying bent arms pullover,라잉 벤트 암 풀오버,['UPPER_BACK'],ISOLATION,False,False,REX-000131,REVIEW_REQUIRED,"['CHEST', 'ELBOW']",v1:NEX-000161,v1,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000161'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'},NONE,,NEX-000161,True
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['CHAIR'],"['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,['GYM'],Standing Leg Curl with Chair Support,의자 잡고 레그 컬,['KNEE'],KNEE_FLEXION,False,False,REX-000132,REVIEW_REQUIRED,['HIP'],v1:NEX-000180,v1,standing_leg_curl_with_chair_support_isolation_chair,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000180'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000180,True
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,"['HOME', 'GYM']",Dumbbell rear delt row,덤벨 델트 로우,['SHOULDER'],HORIZONTAL_PULL,False,False,REX-000133,REVIEW_REQUIRED,"['UPPER_BACK', 'ELBOW']",v1:NEX-000184,v1,dumbbell_rear_delt_row_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000184'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-COMPOUND-PULL-V1', 'INTERMEDIATE': 'FITT-COMPOUND-PULL-INTERMEDIATE-V1'}",NONE,,NEX-000184,True
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,"['HOME', 'GYM']",Incline Chest-Supported Dumbbell Row,인클라인 체스트 덤벨 로우,['UPPER_BACK'],HORIZONTAL_PULL,False,False,REX-000134,REVIEW_REQUIRED,"['ELBOW', 'SHOULDER']",v1:NEX-000185,v1,incline_chest_supported_dumbbell_row_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000185'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-COMPOUND-PULL-V1', 'INTERMEDIATE': 'FITT-COMPOUND-PULL-INTERMEDIATE-V1'}",NONE,,NEX-000185,True
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,시티드 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,['GYM'],Calf Press Using Leg Press Machine,머신 카프 프레스,['ANKLE_FOOT'],ISOLATION,False,False,REX-000135,REVIEW_REQUIRED,['KNEE'],v1:NEX-000188,v1,calf_press_using_leg_press_machine_isolation_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000188'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000188,True
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['RESISTANCE_BAND'],"['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,"['HOME', 'GYM']",Leg curl with elastic,밴드 레그 컬,['KNEE'],KNEE_FLEXION,False,False,REX-000136,REVIEW_REQUIRED,['HIP'],v1:NEX-000191,v1,leg_curl_with_elastic_isolation_resistance_band,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000191'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000191,True
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['DUMBBELL'],"['발을 편하게 벌리고 양발에 무게를 나눈다.', '엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다.', '발바닥을 바닥에 두고 편한 범위까지만 내려간다.', '발로 바닥을 밀며 천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,스플릿 스쿼트 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"['HOME', 'GYM']",Bulgarian Squat with Dumbbells,덤벨 불가리안 스플릿 스쿼트,"['KNEE', 'HIP']",KNEE_DOMINANT,False,False,REX-000137,REVIEW_REQUIRED,['ANKLE_FOOT'],v1:NEX-000195,v1,bulgarian_squat_with_dumbbells_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000195'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-COMPOUND-LUNGE-INTERMEDIATE-V1'},NONE,,NEX-000195,True
