source_exercise_id,source_exercise_name,alternative_exercise_id,alternative_exercise_name,alternative_type,goal_code,goal_match,movement_pattern_match,source_met_value,alternative_met_value,met_difference,difficulty_difference,reason,trigger_condition,direction,confidence,evidence_basis,review_status,production_eligible
NEX-000187,Cable Woodchoppers,NEX-000094,reverse crunch,CONSTRAINT,CORE_STABILITY,true,true,5.0,3.0,-2.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=CABLE_MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000075->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000187,Cable Woodchoppers,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,5.0,2.8,-2.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=CABLE_MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000075->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000188,Calf Press Using Leg Press Machine,NEX-000058,dumbbell single leg calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000188,Calf Press Using Leg Press Machine,NEX-000117,band two legs calf raise - (band under both legs),CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000192,kettlebell sumo deadlift,NEX-000104,band stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=KETTLEBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000004->REX-000007; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000192,kettlebell sumo deadlift,NEX-000107,band straight back stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=KETTLEBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000004->REX-000007; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000193,Dumbbell Romanian Deadlift,NEX-000162,low glute bridge on floor,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000007->REX-000011; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000194,Cable Chest Press - Decline,NEX-000028,close-grip push-up,CONSTRAINT,HORIZONTAL_PUSH_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PUSH, source_equipment=CABLE_MACHINE|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PUSH, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000049->REX-000022; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000194,Cable Chest Press - Decline,NEX-000074,push-up,CONSTRAINT,HORIZONTAL_PUSH_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PUSH, source_equipment=CABLE_MACHINE|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PUSH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000049->REX-000052; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000195,Bulgarian Squat with Dumbbells,NEX-000159,dumbbell step-up lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000015->REX-000031; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000195,Bulgarian Squat with Dumbbells,NEX-000167,dumbbell contralateral forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000015->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000196,Seated Row (Machine),NEX-000150,inverted row on bench,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=BODYWEIGHT|BENCH, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000076->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000196,Seated Row (Machine),NEX-000199,Inverted Lat Pull Down,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=PULL_UP_BAR, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000076->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000197,Barbell Full Squat,NEX-000159,dumbbell step-up lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,6.0,3.8,-2.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=BARBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000093->REX-000031; MET_mapping=APPROVED(6.0->3.8)",APPROVED,false
NEX-000197,Barbell Full Squat,NEX-000167,dumbbell contralateral forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,6.0,3.8,-2.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=BARBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000093->REX-000010; MET_mapping=APPROVED(6.0->3.8)",APPROVED,false
NEX-000199,Inverted Lat Pull Down,NEX-000184,Dumbbell rear delt row,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=PULL_UP_BAR, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000038->REX-000076; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000201,Dumbbell Goblet Squat,NEX-000128,walking lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000201,Dumbbell Goblet Squat,NEX-000165,forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000201,Dumbbell Goblet Squat,NEX-000159,dumbbell step-up lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000031; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000201,Dumbbell Goblet Squat,NEX-000167,dumbbell contralateral forward lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000204,Leg Press,NEX-000159,dumbbell step-up lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000041->REX-000031; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000204,Leg Press,NEX-000167,dumbbell contralateral forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000041->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000205,Romanian Deadlift,NEX-000064,hyperextension,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,6.0,5.0,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=BARBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT|BENCH, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000007->REX-000008; MET_mapping=APPROVED(6.0->5.0)",APPROVED,false
NEX-000205,Romanian Deadlift,NEX-000192,kettlebell sumo deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,6.0,5.0,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=BARBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=KETTLEBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000007->REX-000004; MET_mapping=APPROVED(6.0->5.0)",APPROVED,false
NEX-000206,Incline Bench Press - Dumbbell,NEX-000028,close-grip push-up,CONSTRAINT,HORIZONTAL_PUSH_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PUSH, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PUSH, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000049->REX-000022; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000206,Incline Bench Press - Dumbbell,NEX-000074,push-up,CONSTRAINT,HORIZONTAL_PUSH_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PUSH, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PUSH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000049->REX-000052; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000208,2 Handed Kettlebell Swing,NEX-000104,band stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,9.8,5.0,-4.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=KETTLEBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000061->REX-000007; MET_mapping=APPROVED(9.8->5.0)",APPROVED,false
NEX-000208,2 Handed Kettlebell Swing,NEX-000107,band straight back stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,9.8,5.0,-4.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=KETTLEBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000061->REX-000007; MET_mapping=APPROVED(9.8->5.0)",APPROVED,false
NEX-000208,2 Handed Kettlebell Swing,NEX-000064,hyperextension,RECOVERY,POSTERIOR_CHAIN_STRENGTH,true,true,9.8,5.0,-4.8,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=KETTLEBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT|BENCH, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000061->REX-000008; MET_mapping=APPROVED(9.8->5.0)",APPROVED,false
NEX-000208,2 Handed Kettlebell Swing,NEX-000193,Dumbbell Romanian Deadlift,RECOVERY,POSTERIOR_CHAIN_STRENGTH,true,true,9.8,5.0,-4.8,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=KETTLEBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000061->REX-000007; MET_mapping=APPROVED(9.8->5.0)",APPROVED,false
