body_focus_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,equipment_codes,family_code,form_cues_ko,form_cues_review_status,form_cues_source,general_pool_included,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,record_type,recovery_eligible,representative_stable_code,review_status_code,secondary_body_area_codes,safety_relevant_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,met_value,met_source_code,met_source_activity_code,met_mapping_method_code,met_review_status_code,met_policy_version
BICEPS,60,4,15,,BEGINNER,DUMBBELL,BICEPS_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 프리처 컬 벤치에 앉아 팔을 패드에 올리고 가슴을 패드에 댑니다 2. 이두근이 완전히 수축되고 덤벨이 어깨 높이에 올 때까지 덤벨을 계속 올립니다 3. 천천히 덤벨을 시작 자세로 내립니다,GYM,dumbbell preacher curl,덤벨 프리처 컬,forearms,ISOLATION,VARIANT,False,dumbbell_standing_curl_isolation_dumbbell,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND|CHEST,0372,gymvisual,dumbbell_preacher_curl_isolation_dumbbell,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,60,4,15,,BEGINNER,DUMBBELL,REVERSE_FLY,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 넓이로 벌리고 양손에 덤벨을 잡습니다 2. 무릎을 약간 구부리고 엉덩이에서 구부리면서 등을 곧게 펼칩니다 3. 가장 높은 지점에서 잠시 멈춘 후 천천히 팔을 시작 자세로 내립니다,GYM|HOME,dumbbell rear fly,덤벨 리어 델트 플라이,traps,ISOLATION,VARIANT,False,lever_seated_reverse_fly,DOMAIN_APPROVED,rhomboids,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE,0378,gymvisual,dumbbell_rear_fly_isolation_dumbbell,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,60,4,15,,BEGINNER,DUMBBELL,SHRUG,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 섭니다 2. 어깨를 최대한 높이 올려 귀에 닿으려는 듯이 합니다 3. 수축을 유지한 후 어깨를 시작 자세로 천천히 내립니다,GYM|HOME,dumbbell shrug,덤벨 슈러그,shoulders,ISOLATION,REPRESENTATIVE,False,,DOMAIN_APPROVED,,SHOULDER|WRIST_HAND|UPPER_BACK|LOWER_BACK,0406,gymvisual,dumbbell_shrug_isolation_dumbbell,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BICEPS,60,4,15,,BEGINNER,DUMBBELL,BICEPS_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 손바닥이 앞을 향하고 팔을 완전히 뻗은 상태로 양손에 덤벨을 들고 바르게 섭니다 2. 이두근이 완전히 수축되고 덤벨이 어깨 높이에 도달할 때까지 계속 올립니다 3. 덤벨을 천천히 시작 자세로 내리기 시작합니다,GYM|HOME,dumbbell standing biceps curl,덤벨 바이셉스 컬,forearms,ISOLATION,REPRESENTATIVE,False,,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND,0416,gymvisual,dumbbell_standing_curl_isolation_dumbbell,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
QUADRICEPS,90,4,15,,INTERMEDIATE,DUMBBELL|STEP_BOX,DUMBBELL_STEP_UP_LUNGE,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 양손에 덤벨을 들고 옆을 향하도록 손가락을 한 채로 계단이나 플랫폼 앞에 섭니다 2. 오른쪽 발뒤꿈치를 통해 몸을 밀어올리면서 계단 위로 올라가 왼쪽 발도 함께 올립니다 3. 두 발이 모두 계단 위에 올려지면 왼쪽 발을 내려 시작 자세로 돌아가면서 오른쪽 발은 계단 위에 유지합니다 4. 반대쪽도 같은 순서로 수행합니다,GYM,dumbbell step-up lunge,덤벨 스텝업 런지,glutes,KNEE_DOMINANT,REPRESENTATIVE,False,,DOMAIN_APPROVED,hamstrings|calves,SHOULDER|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT,2796,gymvisual,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,DYNAMIC_CHEST_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨너비로 발을 벌리고 서 있습니다 2. 팔을 완전히 펼쳐 옆으로 땅과 평행하게 합니다,GYM|HOME,dynamic chest stretch (male),다이내믹 가슴 스트레칭,shoulders,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|CHEST,1167,gymvisual,dynamic_chest_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,STABILITY_BALL,EXERCISE_BALL_HIP_FLEXOR_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 짐볼을 바닥에 놓고 그 앞에 무릎을 꿇으습니다 2. 오른쪽 발을 짐볼 위에 올려놓되 무릎을 90도 각도로 구부리습니다 3. 자세를 잠시 유지한 뒤 반대쪽으로 바꿔 반복합니다,GYM,exercise ball hip flexor stretch,짐볼 고관절 스트레칭,quadriceps,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,hamstrings,LOWER_BACK|HIP|KNEE|ANKLE_FOOT,1559,gymvisual,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,HAMSTRING_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨너비로 벌립니다 2. 오른쪽 발로 한 발 앞으로 나아가 오른쪽 다리에 무게를 옮깁니다 3. 자세를 잠시 유지한 뒤 시작 자세로 돌아갑니다 4. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,hamstring stretch,햄스트링 스트레칭,glutes,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,,UPPER_BACK|HIP|KNEE,1511,gymvisual,hamstring_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
FOREARMS,60,4,15,,BEGINNER,HOUSEHOLD_WEIGHT,HAND_GRIP_SQUEEZE,목과 허리를 과하게 꺾지 말고 편안한 자세를 유지합니다|반동을 쓰지 말고 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비만큼 벌리고 무게가 있는 물건을 양손에 하나씩 들고 서 있습니다 2. 팔을 앞으로 곧게 뻗고 손가락이 마주보도록 합니다 3. 악력을 사용해 물건을 손으로 단단히 쥐었다가 천천히 힘을 풉니다,GYM|HOME,weighted standing hand squeeze,손 악력 쥐기,biceps,ISOLATION,REPRESENTATIVE,False,,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND,0854,gymvisual,hand_grip_squeeze_isolation_household_weight,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,60,4,15,,BEGINNER,BODYWEIGHT,INVERTED_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 막대나 서스펜션 트레이너 앞에 서면서 발을 어깨너비로 벌립니다 2. 가슴을 막대나 손잡이 쪽으로 당기면서 어깨뼈를 함께 조입니다 3. 위쪽에서 잠시 멈춘 후 천천히 시작 자세로 내려옵니다,GYM,inverted row,인버티드 로우,biceps,HORIZONTAL_PULL,REPRESENTATIVE,False,,DOMAIN_APPROVED,forearms,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ABDOMEN,0499,gymvisual,inverted_row_horizontal_pull_bodyweight,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,KNEELING_LAT_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 땅에 무릎을 꿇은 자세에서 무릎은 엉덩이너비로 벌리고 발가락은 뒤를 향하게 합니다 2. 팔을 머리 위로 펼치고 손가락을 깍지껴 연결합니다 3. 자세를 잠시 유지한 뒤 시작 자세로 돌아옵니다,GYM|HOME,kneeling lat stretch,무릎 꿇고 광배근 스트레칭,shoulders,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|ABDOMEN,1346,gymvisual,kneeling_lat_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,90,4,15,,INTERMEDIATE,CABLE_MACHINE,LAT_PULLDOWN,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 케이블 풀다운 머신의 좌석이 편안한 높이에 있도록 조정하고 무릎 패드를 고정합니다 2. 케이블 바를 가슴 방향으로 당기며 어깨뼈를 함께 조입니다 3. 움직임의 최하점에서 잠깐 멈춘 후 천천히 바를 시작 자세로 풀어 올립니다,GYM,cable pulldown,랫풀다운 머신,biceps,VERTICAL_PULL,VARIANT,False,alternate_lateral_pulldown,DOMAIN_APPROVED,forearms,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|KNEE|CHEST|ABDOMEN,0198,gymvisual,lat_pulldown_vertical_pull_cable_machine,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,60,4,15,,BEGINNER,BODYWEIGHT,LOWER_BACK_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 복부를 바닥에 대고 누워 다리를 쭉 펴고 양팔을 옆에 놓습니다 2. 엉덩이와 햄스트링에 힘을 주고 상체를 천천히 들어올려 등을 구부립니다 3. 가장 높은 지점에서 잠깐 멈춘 후 상체를 천천히 시작 자세로 내립니다,GYM|HOME,lower back curl,로어 백 컬,glutes,CORE_BRACE,REPRESENTATIVE,False,,DOMAIN_APPROVED,hamstrings,SHOULDER|ELBOW|UPPER_BACK|HIP|KNEE|ABDOMEN,1352,gymvisual,lower_back_curl_core_brace_bodyweight,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,NECK_LATERAL_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨를 이완하고 서 있거나 앉은 상태에서 척추를 곧게 펼칩니다 2. 머리를 한쪽으로 기울여 귀를 어깨 쪽으로 가져옵니다 3. 반대쪽에서 반복합니다,GYM|HOME,neck side stretch,목 옆면 스트레칭,traps,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,sternocleidomastoid,NECK|SHOULDER|UPPER_BACK|LOWER_BACK,1403,gymvisual,neck_lateral_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,60,4,15,,BEGINNER,BODYWEIGHT,ONE_ARM_WALL_LATS,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 벽을 마주 서서 섭니다 2. 손바닥으로 벽을 천천히 밀어 광배근을 활성화합니다,GYM|HOME,one arm against wall,벽 짚고 한 팔 광배근 스트레칭,shoulders,ISOLATION,REPRESENTATIVE,False,,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|ABDOMEN,1355,gymvisual,one_arm_wall_lats_isolation_bodyweight,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CALVES,90,4,15,,INTERMEDIATE,BODYWEIGHT,CALF_RAISE_STANDING,발끝과 무릎이 같은 방향을 향하게 합니다|내려올 때 발바닥 전체를 바닥에 안정적으로 둡니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 발가락을 앞으로 향하게 하고 서서 있습니다 2. 한다리를 바닥에서 들어올려 무릎을 약간 구부린 상태로 유지합니다 3. 가장 높은 지점에서 잠시 멈춘 후 발뒤꿈치를 천천히 내립니다,GYM|HOME,one leg donkey calf raise,한발 동키 카프 레이즈,hamstrings,ISOLATION,VARIANT,False,bodyweight_standing_calf_raise_isolation_bodyweight,DOMAIN_APPROVED,glutes,HIP|KNEE|ANKLE_FOOT,1386,gymvisual,one_leg_donkey_calf_raise_isolation_bodyweight,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
TRICEPS,60,4,15,,BEGINNER,BARBELL,TRICEPS_EXTENSION,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서서 바벨을 손바닥이 아래를 향하도록 잡습니다 2. 팔꿈치를 머리에 가깝게 유지하면서 팔꿈치를 구부려 천천히 바벨을 머리 뒤로 내립니다 3. 잠시 멈춘 후 팔을 펴서 바벨을 시작 자세로 올려 펼칩니다,GYM,barbell standing overhead triceps extension,바벨 오버헤드 트라이셉스 익스텐션,shoulders,ISOLATION,VARIANT,False,bodyweight_kneeling_triceps_extension,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK,0109,gymvisual,overhead_triceps_extension_isolation_barbell,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,OVERHEAD_TRICEPS_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서 있거나 앉아 있습니다 2. 한팔을 머리 위로 펼쳐 팔꿈치에서 구부려 손이 반대편 어깨 뼈 쪽으로 가도록 합니다 3. 다른 손으로 펼친 팔의 팔꿈치를 부드럽게 머리 반대편으로 당겨 팔 뒤쪽이 늘어나는 느낌이 들도록 합니다,GYM|HOME,overhead triceps stretch,오버헤드 삼두근 스트레칭,shoulders,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,,SHOULDER|ELBOW,0643,gymvisual,overhead_triceps_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,60,4,15,,BEGINNER,BODYWEIGHT,PUSH_UP,목을 손으로 당기지 말고 시선은 편안히 위쪽에 둡니다|허리가 과하게 뜨거나 처지지 않게 배 주변에 힘을 줍니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 손이 어깨 너비보다 약간 넓고 발이 함께 있으며 머리에서 발끝까지 일직선인 높은 플랭크 자세에서 시작합니다 2. 코어를 조여 팔꿈치를 구부려 가슴을 땅 쪽으로 낮추면서 몸을 일직선으로 유지합니다 3. 가슴이 땅 바로 위에 있을 때 잠깐 멈춘 후 팔을 펴서 처음 자세로 다시 올립니다 4. 어려우면 무릎을 바닥에 대고 수행하거나 내려갈 때만 천천히 버틴 뒤 무릎을 대고 올라옵니다,GYM|HOME,push-up,푸시업,triceps,HORIZONTAL_PUSH,REPRESENTATIVE,False,,DOMAIN_APPROVED,deltoids|core,SHOULDER|ELBOW|WRIST_HAND|CHEST|ABDOMEN,0662,gymvisual,push_up_horizontal_push_bodyweight,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,ALL_FOURS_SQUAT_STRETCH,허리가 과도하게 꺾이지 않도록 배 주변에 가볍게 힘을 줍니다|몸통을 돌리지 말고 다리를 통제하며 움직입니다,APPROVED,data/videos/1512-qBcKorM.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 손과 무릎을 바닥에 대고 네발기기 자세를 만듭니다 2. 한쪽 무릎을 굽힌 채 다리를 뒤쪽 위로 들어 올렸다가 천천히 시작 자세로 내립니다 3. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,quadruped quadriceps stretch,네발 햄스트링 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,glutes,SHOULDER|HIP|KNEE,1512,gymvisual,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,REAR_DELTOID_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨 너비로 발을 벌리고 곧게 섭니다 2. 오른팔을 왼쪽 어깨 쪽으로 부드럽게 당기며 오른쪽 어깨 뒤쪽이 늘어나는 느낌이 들도록 합니다 3. 반대쪽도 반복합니다,GYM|HOME,rear deltoid stretch,후면 어깨 스트레칭,traps,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,rhomboids,SHOULDER,0669,gymvisual,rear_deltoid_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CALVES,90,4,15,,INTERMEDIATE,RESISTANCE_BAND,CALF_RAISE_REVERSE,발끝과 무릎이 같은 방향을 향하게 합니다|내려올 때 발바닥 전체를 바닥에 안정적으로 둡니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 엉덩이 너비로 발을 벌리고 서서 밴드를 발 앞부분에 감습니다 2. 천천히 발꿈치를 지면에서 들어 발 앞부분에 체중을 올립니다 3. 가장 높은 지점에서 잠시 멈춘 후 천천히 발꿈치를 시작 자세로 내립니다,GYM|HOME,band single leg reverse calf raise,리버스 카프 레이즈,hamstrings,ISOLATION,VARIANT,False,smith_reverse_calf_raises_isolation_machine,DOMAIN_APPROVED,glutes,HIP|KNEE|ANKLE_FOOT,1000,gymvisual,reverse_calf_raise_isolation_resistance_band,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
FOREARMS,60,4,15,,BEGINNER,BARBELL,REVERSE_WRIST_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 발은 바닥에 놓습니다 2. 손목을 천천히 위로 굽히며 바벨을 몸 방향으로 올립니다 3. 상단에서 잠시 멈춘 후 천천히 바벨을 시작 자세로 내립니다,GYM,barbell reverse wrist curl,바벨 리버스 리스트 컬,biceps,ISOLATION,REPRESENTATIVE,False,,DOMAIN_APPROVED,brachialis,ELBOW|WRIST_HAND,0082,gymvisual,reverse_wrist_curl_isolation_barbell,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,FOAM_ROLLER,ROLLER_BACK_STRETCH,목을 과하게 젖히지 말고 머리와 목의 긴장을 풉니다|빠르게 굴리지 말고 압박이 과하지 않은 범위에서 움직입니다,APPROVED,data/videos/2208-isofgzg.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 폼롤러를 등 아래에 두고 바닥에 누워 발로 몸을 지지합니다 2. 등을 폼롤러 위에서 앞뒤로 천천히 움직인 뒤 시작 위치로 돌아옵니다,GYM|HOME,roller back stretch,폼롤러 등 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,glutes,UPPER_BACK|HIP|KNEE,2208,gymvisual,roller_back_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,FOAM_ROLLER,ROLLER_HIP_STRETCH,손과 발로 몸을 안정적으로 지지해 한쪽으로 무너지지 않게 합니다|통증이 느껴질 정도로 체중을 실어 누르지 않습니다,APPROVED,data/videos/2202-oMypNrz.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 폼롤러를 엉덩이 아래쪽에 두고 손과 발로 몸을 지지합니다 2. 폼롤러가 닿는 부위를 따라 몸을 천천히 앞뒤로 움직인 뒤 시작 위치로 돌아옵니다,GYM|HOME,roller hip stretch,폼롤러 둔근 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,True,,DOMAIN_APPROVED,quadriceps,HIP|KNEE|CHEST,2202,gymvisual,roller_hip_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
